mean,std,max,min,abs_mean,mean_first_10000,mean_first_50000,mean_last_10000,mean_last_50000,abs_std,std_first_10000,std_first_50000,std_last_10000,std_last_50000,median,abs_median,median_first_10000,median_first_50000,median_last_10000,median_last_50000,abs_max,max_first_10000,max_first_50000,max_last_10000,max_last_50000,abs_min,min_first_10000,min_first_50000,min_last_10000,min_last_50000,max_min,Quant5,Quant25,Quant75,Quant95,Quant99,IQR,Abs_Quant5,Abs_Quant25,Abs_Quant75,Abs_Quant95,Abs_Quant99,Abs_IQR,Sum,Abs_sum,MAD,Kurtosis,skew
4.582873333333334,6.157271968218513,245.0,-115.0,5.5501933333333335,4.8138,4.73044,4.6139214285714285,4.70414,5.301887842651288,3.6318106455123025,4.718137622288317,6.24096605204731,6.755113853669067,5.0,5.0,5.0,5.0,5.0,5.0,245.0,28.0,56.0,245.0,245.0,0.0,-16.0,-39.0,-115.0,-115.0,-2.13043475151062,-2.0,2.0,7.0,11.0,20.0,0.0,1.0,3.0,7.0,12.0,23.0,4.0,48138.0,832529.0,3.513482459733618,117.46417030734838,1.5729848902281878
4.329933333333333,15.25400019314174,410.0,-478.0,7.110306666666666,4.2866,4.13812,4.330314285714286,4.30466,14.173079115483914,5.047871684269925,24.80826216934667,15.756306947509726,18.276496452756636,4.0,5.0,4.0,4.0,4.0,4.0,478.0,37.0,410.0,410.0,410.0,0.0,-30.0,-478.0,-478.0,-478.0,-0.857740581035614,-6.0,2.0,7.0,14.0,35.0,0.0,1.0,3.0,8.0,17.0,53.0,5.0,42866.0,1066546.0,5.48932340088871,196.82167399688507,-0.694100304437697
4.46404,8.660501538997575,224.0,-169.0,6.183853333333333,4.3857,4.377,4.460014285714286,4.39661,7.529394125492095,4.126746722764966,8.56088411174544,8.853391820781038,7.240661211494968,4.0,5.0,4.0,4.0,4.0,4.0,224.0,41.0,139.0,224.0,139.0,0.0,-24.0,-153.0,-169.0,-153.0,-1.3254437446594238,-4.0,2.0,7.0,13.0,28.0,0.0,1.0,3.0,7.0,15.0,36.0,4.0,43857.0,927578.0,4.384206995733309,67.31462497870885,-0.15741597292712525
4.680813333333333,6.033346435736719,139.0,-129.0,5.711546666666667,4.5211,4.57204,4.673928571428571,4.58175,5.068475701575554,4.619598343891586,5.306382326243355,6.114466584600426,6.615712706432024,5.0,5.0,4.0,5.0,5.0,5.0,139.0,31.0,61.0,139.0,139.0,0.0,-20.0,-58.0,-129.0,-129.0,-1.077519416809082,-3.0,2.0,7.0,12.0,21.0,0.0,1.0,3.0,7.0,13.0,24.0,4.0,45211.0,856732.0,3.6665687985784055,42.45301554985957,0.18185680235034518
4.59672,5.402046506245854,98.0,-125.0,5.40756,4.5486,4.62618,4.582221428571429,4.63692,4.590226789707295,3.7336352316749313,4.769642921380169,4.727852050592415,4.509469621448033,5.0,5.0,5.0,5.0,5.0,5.0,125.0,23.0,64.0,83.0,64.0,0.0,-21.0,-57.0,-73.0,-57.0,-0.7839999794960022,-2.0,2.0,7.0,11.0,19.0,0.0,1.0,3.0,7.0,12.0,21.0,4.0,45486.0,811134.0,3.3245063008001123,41.2559403604308,-0.397818262355494
4.597953333333333,6.328509472593304,126.0,-117.0,5.73162,4.6743,4.69462,4.591235714285714,4.60044,5.323500831846845,4.925733021041585,4.885443726705706,6.450413194988704,5.598966448430719,5.0,5.0,5.0,5.0,5.0,5.0,126.0,45.0,65.0,126.0,94.0,0.0,-35.0,-51.0,-117.0,-54.0,-1.076923131942749,-3.0,2.0,7.0,12.0,22.0,0.0,1.0,3.0,7.0,13.0,26.0,4.0,46743.0,859743.0,3.7710158456000897,38.29735759955719,-0.29441351242542335
4.513486666666667,6.48017217317808,145.0,-162.0,5.623326666666666,4.555,4.68594,4.51455,4.66419,5.5445753202620285,3.883205239012333,4.426874547665115,6.628738461008563,5.2791116993395155,5.0,5.0,5.0,5.0,5.0,5.0,162.0,26.0,49.0,145.0,100.0,0.0,-13.0,-35.0,-162.0,-76.0,-0.895061731338501,-3.0,2.0,7.0,11.0,22.0,0.0,1.0,3.0,7.0,12.0,27.0,4.0,45550.0,843499.0,3.6548384345777807,52.233608033389025,0.20322199788968953
4.47524,5.998118604355198,101.0,-120.0,5.538333333333333,4.6808,4.5643,4.471985714285714,4.4736,5.033089783506815,6.007155728961519,6.352863345567395,5.609462409969144,5.592213852183917,4.0,5.0,5.0,5.0,4.0,4.0,120.0,52.0,101.0,101.0,101.0,0.0,-30.0,-120.0,-120.0,-120.0,-0.8416666388511658,-3.0,2.0,7.0,12.0,21.0,0.0,1.0,3.0,7.0,12.0,25.0,4.0,46808.0,830750.0,3.6170036447999867,34.185316886158965,-0.18237130098899162
4.530326666666666,6.831583864439944,120.0,-117.0,5.85802,4.2562,4.25612,4.5347357142857145,4.49483,5.7339260138509704,10.243175963800608,8.132102137043248,6.698968980589919,7.29730674824334,5.0,5.0,4.0,4.0,5.0,5.0,120.0,90.0,96.0,97.0,96.0,0.0,-92.0,-92.0,-92.0,-92.0,-1.0256410837173462,-3.0,2.0,7.0,12.0,24.0,0.0,1.0,3.0,7.0,14.0,29.0,4.0,42562.0,878703.0,3.9474064586667486,30.995673816810655,0.03986363712970397
4.491646666666667,7.298202882462982,140.0,-189.0,5.87238,4.6085,4.56814,4.503092857142857,4.55705,6.241290958369017,9.488816128113735,6.9710636817473635,6.669623647913223,6.467406247556722,4.0,5.0,5.0,5.0,4.0,5.0,189.0,99.0,99.0,131.0,99.0,0.0,-81.0,-81.0,-88.0,-88.0,-0.7407407164573669,-3.0,2.0,7.0,12.0,26.0,0.0,1.0,3.0,7.0,14.0,32.0,4.0,46085.0,880857.0,3.964508273333315,45.62737921737631,-0.045356854254029556
4.419053333333333,7.6895072551692865,146.0,-123.0,6.015266666666666,4.3999,4.38496,4.398871428571429,4.34514,6.517132044257614,4.880057528979409,9.083975790958684,7.761513320211434,8.353303308102824,4.0,5.0,4.0,4.0,4.0,4.0,146.0,41.0,146.0,146.0,146.0,0.0,-29.0,-123.0,-123.0,-123.0,-1.186991810798645,-4.0,2.0,7.0,13.0,26.0,0.0,1.0,3.0,8.0,15.0,31.0,5.0,43999.0,902290.0,4.2727071525334965,44.189066065699706,0.10916002477100144
4.6559333333333335,8.202354132786779,229.0,-251.0,6.16424,4.7304,4.66224,4.6437357142857145,4.64184,7.138512796432669,15.313352530278001,7.911905595202899,8.419007612841067,8.987082345838994,5.0,5.0,5.0,5.0,5.0,5.0,251.0,150.0,150.0,229.0,229.0,0.0,-97.0,-97.0,-251.0,-251.0,-0.912350594997406,-3.0,2.0,7.0,13.0,26.0,0.0,1.0,3.0,8.0,14.0,34.0,5.0,47304.0,924636.0,4.207110924444602,90.68070239273847,-0.43244020722557114
4.5256,13.678314904085374,313.0,-595.0,6.72532,4.8217,4.57276,4.526828571428571,4.55345,12.741556415106142,10.18530721963338,6.307755681542743,14.1170192427737,15.843142780055715,5.0,5.0,5.0,5.0,5.0,5.0,595.0,127.0,127.0,313.0,313.0,0.0,-114.0,-114.0,-595.0,-595.0,-0.5260504484176636,-4.0,2.0,7.0,13.0,30.0,0.0,1.0,3.0,8.0,15.0,45.0,5.0,48217.0,1008798.0,4.878720576000071,258.33846072370534,-2.4001140631744726
4.489566666666667,5.666801440243516,108.0,-63.0,5.50718,4.6992,4.5127,4.481478571428571,4.46194,4.683988476279624,4.476641977234636,5.95935474595864,5.645201402350867,5.788223084130804,4.0,5.0,5.0,5.0,4.0,4.0,108.0,43.0,108.0,108.0,108.0,0.0,-45.0,-63.0,-63.0,-63.0,-1.7142857313156128,-3.0,2.0,7.0,12.0,21.0,0.0,1.0,3.0,7.0,13.0,24.0,4.0,46992.0,826077.0,3.5897172502221113,18.662547164798955,0.19483157784534466
4.39766,5.305996062477629,84.0,-86.0,5.32558,4.7504,4.39516,4.37695,4.41632,4.373916460629767,7.67147867092778,5.810356596567511,5.426694380995478,5.321710332553683,4.0,5.0,5.0,4.0,4.0,4.0,86.0,78.0,78.0,84.0,78.0,0.0,-86.0,-86.0,-86.0,-86.0,-0.9767441749572754,-3.0,2.0,7.0,11.0,19.0,0.0,1.0,3.0,7.0,12.0,21.0,4.0,47504.0,798837.0,3.46623838186676,18.380658179307794,0.02531214992838709
4.519193333333333,6.623072100607785,115.0,-102.0,5.75674,4.6119,4.5892,4.509221428571428,4.46219,5.581044008613577,5.102242808625224,6.258455618228391,6.762852225475124,6.561269763278223,5.0,5.0,5.0,5.0,5.0,4.0,115.0,36.0,108.0,115.0,115.0,0.0,-28.0,-102.0,-102.0,-102.0,-1.127450942993164,-3.0,2.0,7.0,12.0,23.0,0.0,1.0,3.0,7.0,13.0,27.0,4.0,46119.0,863511.0,3.8393571496889125,34.07102122657944,0.11512735660590791
4.699046666666667,6.419386404839197,131.0,-106.0,5.769793333333333,4.708,4.7168,4.725992857142857,4.73068,5.477131690075797,3.8192662488320903,7.642850647717805,6.584837112679325,7.017998237431568,5.0,5.0,5.0,5.0,5.0,5.0,131.0,26.0,131.0,131.0,131.0,0.0,-19.0,-106.0,-106.0,-106.0,-1.2358490228652954,-2.0,2.0,7.0,12.0,23.0,0.0,1.0,3.0,7.0,13.0,27.0,4.0,47080.0,865469.0,3.6622647123550935,43.38754822172421,0.007792376646720458
4.392853333333333,5.813616050219182,118.0,-104.0,5.42056,4.2887,4.27936,4.397271428571429,4.36863,4.869574317955686,3.243856434933125,5.483407639924914,5.855224066308272,5.178676482461625,4.0,5.0,4.0,4.0,4.0,4.0,118.0,18.0,67.0,118.0,71.0,0.0,-12.0,-54.0,-104.0,-65.0,-1.134615421295166,-3.0,2.0,7.0,11.0,20.0,0.0,1.0,3.0,7.0,12.0,23.0,4.0,42887.0,813084.0,3.5371842119111143,34.21657459570833,-0.06280647660930869
4.616466666666667,6.748137947957248,194.0,-172.0,5.725013333333333,4.6494,4.6892,4.615785714285714,4.65467,5.837231891487316,17.448791524703577,9.217037617133213,6.819635317542016,7.223409095952525,5.0,5.0,5.0,5.0,5.0,5.0,194.0,194.0,194.0,194.0,194.0,0.0,-172.0,-172.0,-172.0,-172.0,-1.1279069185256958,-3.0,2.0,7.0,12.0,21.0,0.0,1.0,3.0,7.0,13.0,24.0,4.0,46494.0,858752.0,3.729196045333094,102.33508081074324,0.15991793485433806
4.463166666666667,137.50453456747914,3252.0,-4621.0,26.31226,4.6169,4.37414,4.459985714285715,4.42901,135.03731845015372,5.337657112286704,4.943784793107565,142.29037755819502,167.7425446809272,4.0,6.0,5.0,4.0,4.0,4.0,4621.0,57.0,83.0,3252.0,3252.0,0.0,-59.0,-59.0,-4621.0,-4621.0,-0.7037437558174133,-27.0,1.0,8.0,36.0,207.0,0.0,1.0,3.0,12.0,65.0,471.0100000000093,9.0,46169.0,3946839.0,24.97314188444452,224.05240449021255,-0.862824091606593
4.374333333333333,8.986164155515063,159.0,-142.0,6.683413333333333,4.2116,4.29412,4.382878571428572,4.32942,7.43086497886918,14.857984432961997,12.016735890599797,9.194252123010573,10.177171424899067,4.0,5.0,4.0,4.0,4.0,4.0,159.0,118.0,159.0,159.0,159.0,0.0,-91.0,-142.0,-142.0,-142.0,-1.119718313217163,-7.0,1.0,8.0,15.0,30.0,0.0,1.0,3.0,8.0,18.0,37.0,5.0,42116.0,1002512.0,5.182098573333467,29.086002517127344,0.049395172497841616
4.343853333333334,7.1896093650286526,220.0,-247.0,5.56084,4.3425,4.4163,4.351528571428571,4.38038,6.295754342244059,11.620787323576746,6.492500085571599,7.326899342413196,7.725306975083811,4.0,5.0,4.0,4.0,4.0,4.0,247.0,118.0,118.0,220.0,220.0,0.0,-108.0,-108.0,-247.0,-247.0,-0.8906882405281067,-3.0,2.0,7.0,12.0,21.0,0.0,1.0,2.0,7.0,12.0,26.0,5.0,43425.0,834126.0,3.7853402709332995,137.4373909021455,-0.39159442680043705
4.32278,3.802861573864389,60.0,-55.0,4.765673333333333,4.1671,4.28056,4.30605,4.25924,3.230559382426163,3.9656462556590326,3.868429317088219,3.8520129372777006,4.033035739510965,4.0,4.0,4.0,4.0,4.0,4.0,60.0,23.0,40.0,60.0,60.0,0.0,-26.0,-29.0,-55.0,-55.0,-1.0909091234207153,-1.0,2.0,6.0,10.0,14.0,0.0,1.0,2.0,7.0,10.0,14.0,5.0,41671.0,714851.0,2.7640196021329753,9.707105283621692,0.01974993735362688
4.42402,3.1687453846249753,54.0,-38.0,4.6579266666666665,4.3579,4.33038,4.425821428571428,4.41025,2.813646260399024,3.5215689308564553,3.3319800565762616,3.199653880076793,3.1725266881077405,4.0,4.0,4.0,4.0,4.0,4.0,54.0,28.0,31.0,54.0,31.0,0.0,-15.0,-19.0,-38.0,-20.0,-1.4210525751113892,-1.0,2.0,6.0,9.0,12.0,0.0,1.0,3.0,6.0,9.0,12.0,3.0,43579.0,698689.0,2.4271818722667042,4.584237901596243,0.06111978619843755
4.325586666666666,3.686847425843453,72.0,-57.0,4.698213333333333,4.5895,4.48262,4.302492857142857,4.35712,3.198486049666147,3.085991264441366,2.9404269856293244,3.7403406263342016,3.472193235817769,4.0,4.0,5.0,4.0,4.0,4.0,72.0,26.0,26.0,72.0,68.0,0.0,-11.0,-16.0,-57.0,-57.0,-1.263157844543457,-1.0,2.0,6.0,9.0,13.0,0.0,1.0,3.0,6.0,10.0,14.0,3.0,45895.0,704732.0,2.563034964977512,24.538832373087786,-0.09778047871817387
4.2394066666666665,3.2145440324527828,49.0,-32.0,4.51334,4.3089,4.25574,4.22245,4.20252,2.817021171696895,2.6795892987323615,3.507406889777947,3.236335795661708,3.3427409993557515,4.0,4.0,4.0,4.0,4.0,4.0,49.0,16.0,49.0,49.0,49.0,0.0,-6.0,-32.0,-32.0,-32.0,-1.53125,-1.0,2.0,6.0,9.0,12.0,0.0,1.0,2.0,6.0,9.0,12.0,4.0,43089.0,677001.0,2.40769685608849,5.805930642190546,0.06572211660128005
4.409253333333333,3.045098825982712,38.0,-37.0,4.611906666666667,4.4852,4.4396,4.415807142857143,4.43276,2.7284513057042217,2.892545184048847,3.4098070877525477,3.0541154277161153,3.0939739024667112,4.0,4.0,4.0,4.0,4.0,4.0,38.0,20.0,38.0,38.0,38.0,0.0,-12.0,-37.0,-37.0,-37.0,-1.0270270109176636,0.0,3.0,6.0,9.0,12.0,0.0,1.0,3.0,6.0,9.0,12.0,3.0,44852.0,691786.0,2.3237867793780085,4.999265547041871,-0.038068964514964256
4.353913333333334,3.7927063226624713,119.0,-87.0,4.706753333333333,4.2862,4.26658,4.350871428571429,4.29265,3.3447921176137325,2.714042402508896,3.6840285754769733,3.2572151812075507,3.4272880591707495,4.0,4.0,4.0,4.0,4.0,4.0,119.0,17.0,56.0,56.0,56.0,0.0,-6.0,-50.0,-50.0,-50.0,-1.3678160905838013,-1.0,2.0,6.0,9.0,13.0,0.0,1.0,3.0,6.0,9.0,13.0,3.0,42862.0,706013.0,2.512113658399923,58.98368148399983,0.4089255251964138
4.242466666666667,4.685086578616295,152.0,-121.0,4.71192,4.1598,4.07766,4.2248785714285715,4.13893,4.212640686775581,4.238709783184337,5.103280297396555,4.793719200072024,4.138023645110897,4.0,4.0,4.0,4.0,4.0,4.0,152.0,52.0,103.0,152.0,103.0,0.0,-58.0,-97.0,-121.0,-97.0,-1.2561984062194824,-1.0,2.0,6.0,9.0,13.0,0.0,1.0,2.0,6.0,9.0,14.0,4.0,41598.0,706788.0,2.6144253644447937,123.21457928225416,0.19618721564200867
4.298573333333334,4.270897122975116,100.0,-94.0,4.71444,4.4087,4.32052,4.295885714285714,4.34667,3.8068786998322177,3.595880607825373,4.4809673633011675,4.348975366811105,4.6656883305227295,4.0,4.0,4.0,4.0,4.0,4.0,100.0,36.0,91.0,100.0,100.0,0.0,-33.0,-94.0,-94.0,-94.0,-1.063829779624939,-1.0,2.0,6.0,9.0,13.0,0.0,1.0,3.0,6.0,9.0,14.0,3.0,44087.0,707166.0,2.5658741509325274,78.05474996834364,0.13499510046940527
4.306406666666667,3.614479499324335,133.0,-113.0,4.588593333333334,4.3487,4.31228,4.302835714285714,4.28934,3.248752824893732,8.362613325998279,4.600550456509532,3.652516759617468,3.8274702950759263,4.0,4.0,4.0,4.0,4.0,4.0,133.0,133.0,133.0,133.0,133.0,0.0,-113.0,-113.0,-113.0,-113.0,-1.1769911050796509,0.0,2.0,6.0,9.0,12.0,0.0,1.0,3.0,6.0,9.0,12.0,3.0,43487.0,688289.0,2.4114047343110667,127.81829360454455,0.8024891050274698
4.1965,3.265716692555674,56.0,-39.0,4.480713333333333,4.4258,4.22356,4.178014285714286,4.19516,2.863338846385087,2.680636667154676,3.488716719552762,3.23328446684954,3.2250079970700556,4.0,4.0,4.0,4.0,4.0,4.0,56.0,17.0,56.0,56.0,56.0,0.0,-11.0,-39.0,-39.0,-39.0,-1.4358974695205688,-1.0,2.0,6.0,9.0,12.0,0.0,1.0,2.0,6.0,9.0,12.0,4.0,44258.0,672107.0,2.4095659800001243,9.82376796444346,0.0649673159175319
4.3839733333333335,4.222792523019197,139.0,-102.0,4.76124,4.4912,4.56688,4.388421428571428,4.37841,3.7923303575590044,3.241137617767214,3.2429766270431353,4.305167630388293,4.733846212637209,4.0,4.0,4.0,5.0,4.0,4.0,139.0,24.0,35.0,139.0,139.0,0.0,-14.0,-28.0,-102.0,-102.0,-1.3627450466156006,-1.0,2.0,6.0,9.0,12.0,0.0,1.0,3.0,6.0,9.0,13.0,3.0,44912.0,714186.0,2.5536844088893664,124.73391174302532,0.7116387121673352
4.346053333333334,3.7894462422858535,76.0,-67.0,4.696386666666666,4.2529,4.3673,4.332742857142857,4.37125,3.3454466902412205,2.842454844840019,3.381688842337291,3.824651370387486,4.032773991951532,4.0,4.0,4.0,4.0,4.0,4.0,76.0,17.0,42.0,76.0,76.0,0.0,-9.0,-40.0,-67.0,-67.0,-1.1343283653259277,-1.0,2.0,6.0,9.0,12.0,0.0,1.0,3.0,6.0,9.0,13.0,3.0,42529.0,704458.0,2.5130855765330735,40.21487726457381,0.01489948061674652
4.202306666666667,3.878480668600038,73.0,-83.0,4.63024,4.4002,4.20588,4.2095714285714285,4.23062,3.356016382762914,2.6477803976356142,3.5424658653102274,3.946107255482643,4.173141330782563,4.0,4.0,4.0,4.0,4.0,4.0,83.0,15.0,44.0,73.0,73.0,0.0,-6.0,-30.0,-83.0,-83.0,-0.8795180916786194,-1.0,2.0,6.0,9.0,13.0,0.0,1.0,2.0,6.0,9.0,15.0,4.0,44002.0,694536.0,2.562261656888326,29.54660269749313,-0.01989695888025466
4.444753333333333,3.3981737433099,64.0,-44.0,4.730073333333333,4.1997,4.36488,4.439042857142857,4.39238,2.988278064927611,4.209084407463803,3.655731099656738,3.3891731800772606,3.2693492964270767,4.0,4.0,4.0,4.0,4.0,4.0,64.0,57.0,57.0,64.0,57.0,0.0,-34.0,-34.0,-44.0,-34.0,-1.454545497894287,0.0,3.0,6.0,9.0,13.0,0.0,1.0,3.0,6.0,9.0,13.0,3.0,41997.0,709511.0,2.4637149184000133,11.78641722101216,0.1565732484393179
4.363906666666667,3.429753687855434,60.0,-44.0,4.66564,4.4901,4.5461,4.377835714285714,4.42939,3.006439252933589,3.116099003128708,3.292933594567793,3.407818989839706,3.215490261480544,4.0,4.0,4.0,5.0,4.0,4.0,60.0,18.0,43.0,60.0,43.0,0.0,-10.0,-44.0,-44.0,-44.0,-1.3636363744735718,-1.0,2.0,6.0,9.0,12.0,0.0,1.0,3.0,6.0,9.0,13.0,3.0,44901.0,699846.0,2.465973698844944,13.63156845681391,0.05062223342256522
4.407626666666666,3.4426578172357662,101.0,-79.0,4.663293333333334,4.2415,4.3357,4.412714285714285,4.39352,3.0875144543130904,2.8941346464073083,4.22465175649417,3.4793323192869066,3.566299089321021,4.0,4.0,4.0,4.0,4.0,4.0,101.0,16.0,101.0,101.0,101.0,0.0,-10.0,-79.0,-79.0,-79.0,-1.2784810066223145,0.0,3.0,6.0,9.0,12.0,0.0,1.0,3.0,6.0,9.0,12.0,3.0,42415.0,699494.0,2.3869974343109575,64.3714616038717,0.7050222219087056
4.535966666666667,3.863213588238478,136.0,-154.0,4.829246666666666,4.3747,4.56818,4.546092857142857,4.60203,3.4896663380562942,2.9650597073089084,2.8915114913093616,3.6276810015513314,2.9723724916440557,5.0,5.0,4.0,5.0,5.0,5.0,154.0,20.0,25.0,136.0,36.0,0.0,-10.0,-12.0,-154.0,-28.0,-0.8831169009208679,0.0,3.0,6.0,9.0,12.0,0.0,1.0,3.0,6.0,9.0,12.0,3.0,43747.0,724387.0,2.444586293332964,165.38053845660232,-0.7272264492711304
4.5526333333333335,3.07159664728221,42.0,-38.0,4.74662,4.319,4.3894,4.5409,4.50539,2.762383532510503,2.66502330851411,3.2365378328613543,3.098358328470477,3.0952878308757588,5.0,5.0,4.0,4.0,5.0,5.0,42.0,14.0,42.0,42.0,42.0,0.0,-6.0,-38.0,-38.0,-38.0,-1.105263113975525,0.0,3.0,6.0,9.0,12.0,0.0,1.0,3.0,6.0,9.0,12.0,3.0,43190.0,711993.0,2.335587340889045,4.78399622633993,0.014272470879364159
4.820373333333333,4.084310485002719,103.0,-104.0,5.13232,4.9797,4.9194,4.807378571428571,4.82328,3.684679352401355,2.730683719026672,4.850745740057367,4.158624319318609,4.611063072722668,5.0,5.0,5.0,5.0,5.0,5.0,104.0,16.0,103.0,103.0,103.0,0.0,-5.0,-104.0,-104.0,-104.0,-0.9903846383094788,0.0,3.0,7.0,10.0,13.0,0.0,1.0,3.0,7.0,10.0,14.0,4.0,49797.0,769848.0,2.4916648760885045,81.33298926809381,0.13653968998327862
4.720506666666667,4.835357209950251,170.0,-99.0,5.216026666666667,4.9146,4.62266,4.730478571428572,4.75727,4.29614891795653,2.7956910467437,6.015300341725592,4.954341309421411,5.328779982891118,5.0,5.0,5.0,5.0,5.0,5.0,170.0,18.0,170.0,170.0,170.0,0.0,-10.0,-99.0,-99.0,-99.0,-1.7171716690063477,0.0,3.0,7.0,10.0,15.0,0.0,1.0,3.0,7.0,10.0,18.0,4.0,49146.0,782404.0,2.7371984942216265,100.80499731323549,1.3090725151059988
