MRoll_mean_50,MRoll_std_50,MRoll_max_50,MRoll_min_50,MRoll_5quantile_50,MRoll_25quantile_50,MRoll_75quantile_50,MRoll_95quantile_50,MRoll_99quantile_50,Abs_MRoll_5quantile_50,Abs_MRoll_25quantile_50,Abs_MRoll_75quantile_50,Abs_MRoll_95quantile_50,Abs_MRoll_99quantile_50,SRoll_mean_50,SRoll_std_50,SRoll_max_50,SRoll_min_50,SRoll_5quantile_50,SRoll_25quantile_50,SRoll_75quantile_50,SRoll_95quantile_50,SRoll_99quantile_50,Abs_SRoll_5quantile_50,Abs_SRoll_25quantile_50,Abs_SRoll_75quantile_50,Abs_SRoll_95quantile_50,Abs_SRoll_99quantile_50,MRoll_mean_100,MRoll_std_100,MRoll_max_100,MRoll_min_100,MRoll_5quantile_100,MRoll_25quantile_100,MRoll_75quantile_100,MRoll_95quantile_100,MRoll_99quantile_100,Abs_MRoll_5quantile_100,Abs_MRoll_25quantile_100,Abs_MRoll_75quantile_100,Abs_MRoll_95quantile_100,Abs_MRoll_99quantile_100,SRoll_mean_100,SRoll_std_100,SRoll_max_100,SRoll_min_100,SRoll_5quantile_100,SRoll_25quantile_100,SRoll_75quantile_100,SRoll_95quantile_100,SRoll_99quantile_100,Abs_SRoll_5quantile_100,Abs_SRoll_25quantile_100,Abs_SRoll_75quantile_100,Abs_SRoll_95quantile_100,Abs_SRoll_99quantile_100
4.582649265426706,0.8138652026171169,26.12,-18.12,3.62,4.22,4.96,5.52,6.28,3.64,4.22,4.96,5.52,6.3,4.307819904872151,4.411601716227374,105.92711394816604,1.7351115943644626,2.3432490763066776,2.743526703990746,4.1157239549647535,9.702776765526053,22.009687105861424,2.3432490763066776,2.743526703990746,4.1157239549647535,9.702776765526053,22.009687105861424,4.582648614752404,0.49579555618961235,18.32,-3.31,3.87,4.29,4.87,5.28,5.67,3.87,4.29,4.87,5.28,5.67,4.358433617542879,4.366979159255121,87.53722209737553,1.889337439314688,2.483785803806795,2.7963901694502944,4.144791059786672,9.765037613647987,21.450386730991237,2.483785803806795,2.7963901694502944,4.144791059786672,9.765037613647987,21.450386730991237
4.329850017672439,1.8061738540580943,56.9,-51.64,3.08,3.94,4.72,5.54,8.08,3.14,3.94,4.74,5.58,8.68,6.696224409879934,13.760052473854868,260.9507741521613,1.7594062078103012,2.4331050121227165,2.9081868957213386,5.590954794150792,16.748347451287444,66.81176049986057,2.4331050121227165,2.9081868957213386,5.590954794150792,16.748347451287444,66.81176049986057,4.329983322326069,1.0375372669057803,36.98,-27.46,3.49,4.05,4.63,5.11,6.29,3.5,4.05,4.63,5.12,6.44,6.803303911606557,13.70444871320662,217.6235882472674,1.897659377004222,2.5658794542530887,2.942187051580022,5.748043145281832,16.751300266131324,69.44363603569889,2.5658794542530887,2.942187051580022,5.748043145281832,16.751300266131324,69.44363603569889
4.464189501903954,1.022002240087148,20.42,-17.54,3.36,4.08,4.84,5.58,7.24,3.38,4.08,4.84,5.58,7.3,5.360064470270876,6.838130466596358,105.95768312040843,1.6817143827954713,2.4003401119543364,2.854355783495348,4.8804482898805635,14.106215099276127,36.837752266079875,2.4003401119543364,2.854355783495348,4.8804482898805635,14.106215099276127,36.837752266079875,4.464374020186656,0.6200972607951968,14.78,-8.97,3.69,4.17,4.74,5.25,5.99,3.69,4.17,4.74,5.25,6.0,5.438951828275616,6.769988693071294,89.62108788638636,1.9713862220158287,2.527005654080568,2.900278635168727,4.947512383802245,14.159110284209314,35.5677983972621,2.527005654080568,2.900278635168727,4.947512383802245,14.159110284209314,35.5677983972621
4.680739841681616,0.7314750068665444,18.0,-9.48,3.72,4.3,5.06,5.68,6.46,3.72,4.3,5.06,5.68,6.46,4.481401372663544,4.064924834632425,72.31920172938523,1.7646182451235677,2.374094886606764,2.785091505476701,4.362408995600854,10.952662465201946,21.698814973298564,2.374094886606764,2.785091505476701,4.362408995600854,10.952662465201946,21.698814973298564,4.68069812743077,0.5023814604263085,12.64,-2.3,3.96,4.38,4.97,5.45,5.89,3.96,4.38,4.97,5.45,5.89,4.5330718831986445,3.997853829267582,60.262800727440066,2.0069324297987,2.5037144123454094,2.8368961556567096,4.446892002831731,10.933850689902938,21.516599183050314,2.5037144123454094,2.8368961556567096,4.446892002831731,10.933850689902938,21.516599183050314
4.596486452241065,0.630939110512392,18.48,-4.4,3.72,4.26,4.92,5.48,6.18,3.72,4.26,4.92,5.48,6.18,4.079920393338448,3.5676187436554896,61.20573869319441,1.6056024363687607,2.305627543066265,2.703059491066334,3.9756914428787553,8.683940050706038,19.382105343689616,2.305627543066265,2.703059491066334,3.9756914428787553,8.683940050706038,19.382105343689616,4.5962495913969885,0.42219936551276477,10.14,-2.12,3.97,4.34,4.84,5.23,5.61,3.97,4.34,4.84,5.23,5.61,4.124273050954596,3.505819111740273,51.97950256465219,2.0159966329934482,2.4469317006147486,2.750114781810014,4.0359370508948045,8.965455590174574,20.086105052040658,2.4469317006147486,2.750114781810014,4.0359370508948045,8.965455590174574,20.086105052040658
4.59793119085568,0.7689157602533547,15.82,-18.08,3.64,4.24,4.96,5.58,6.43,3.64,4.24,4.96,5.58,6.46,4.621937082450833,4.348373658412777,67.26258322455962,1.6442850937072433,2.411621522409237,2.8339055044523187,4.473276660528977,11.3506270315712,25.15853406759683,2.411621522409237,2.8339055044523187,4.473276660528977,11.3506270315712,25.15853406759683,4.597909753770821,0.5204078898707638,10.42,-7.47,3.9,4.32,4.88,5.32,5.78,3.9,4.32,4.88,5.32,5.78,4.686013565978643,4.2702970115073535,63.265229731103425,2.0300768756902587,2.5378747173196987,2.888919968752903,4.507188422370217,11.409282062063209,25.425581645661563,2.5378747173196987,2.888919968752903,4.507188422370217,11.409282062063209,25.425581645661563
4.513614714139953,0.777997063013169,18.92,-7.0,3.48,4.16,4.9,5.46,6.32,3.48,4.16,4.9,5.46,6.32,4.467816964528403,4.7198758044224,86.25435570190655,1.7000600229499547,2.3526797573865323,2.7497680792743004,4.126816235901222,10.824801225955365,28.658998002963333,2.3526797573865323,2.7497680792743004,4.126816235901222,10.824801225955365,28.658998002963333,4.51353113054616,0.5195888989816844,12.52,-1.29,3.74,4.23,4.83,5.21,5.6,3.74,4.23,4.83,5.21,5.6,4.52227516955782,4.659354290310156,75.96410635652512,1.959669112453266,2.488356725214334,2.797112508255339,4.194705657797212,11.265478689386079,29.44635766606764,2.488356725214334,2.797112508255339,4.194705657797212,11.265478689386079,29.44635766606764
4.475123340291163,0.7302266287911888,17.0,-6.22,3.52,4.14,4.82,5.4,6.42,3.52,4.14,4.82,5.4,6.42,4.429380272539187,4.068942589627463,66.09941800972604,1.7167838940230067,2.368371520003438,2.777166372622345,4.299786420894382,10.813530770225679,22.650413340194866,2.368371520003438,2.777166372622345,4.299786420894382,10.813530770225679,22.650413340194866,4.4750884250271845,0.448352438184516,9.86,-0.93,3.82,4.23,4.73,5.11,5.62,3.82,4.23,4.73,5.11,5.62,4.484167315018949,4.005852393617261,60.447532136673225,1.9728203673982858,2.5021001279934816,2.8336185239716274,4.279750299522611,11.179544812836662,23.27156326003169,2.5021001279934816,2.8336185239716274,4.279750299522611,11.179544812836662,23.27156326003169
4.530466218964862,0.7718764027679929,16.14,-8.74,3.48,4.14,4.94,5.56,6.52,3.48,4.14,4.94,5.56,6.52,4.813497920130136,4.88434703365544,69.35534056802057,1.4674704043882671,2.3895179259356034,2.818959136320581,4.5366759384954705,13.192638638697497,28.188997708676244,2.3895179259356034,2.818959136320581,4.5366759384954705,13.192638638697497,28.188997708676244,4.530594392298917,0.5222143717976827,10.33,-2.76,3.75,4.22,4.85,5.29,5.76,3.75,4.22,4.85,5.29,5.76,4.8758499860021605,4.80794862636489,56.75096314761378,2.059003387441132,2.5134788158197447,2.8727032987106833,4.599560804681069,13.67773387811021,29.220264173751715,2.5134788158197447,2.8727032987106833,4.599560804681069,13.67773387811021,29.220264173751715
4.4915549746250445,0.9008065515462196,23.26,-11.86,3.5,4.14,4.84,5.48,6.78,3.52,4.14,4.84,5.48,6.82,4.847350864104883,5.480911984232275,84.51397662456756,1.7261494248000286,2.371256448142356,2.768334060294505,4.299976269512104,13.147429328651837,32.753625748033016,2.371256448142356,2.768334060294505,4.299976269512104,13.147429328651837,32.753625748033016,4.4915675679281675,0.5358481429340751,13.71,-3.46,3.82,4.23,4.75,5.17,5.84,3.82,4.23,4.75,5.17,5.84,4.914988374788525,5.42073122793395,69.45305150701707,1.9366481509576303,2.5020395720697675,2.816904239577746,4.310710176087405,13.517198173610096,33.33032713716907,2.5020395720697675,2.816904239577746,4.310710176087405,13.517198173610096,33.33032713716907
4.419090769651419,0.836432836156476,16.92,-6.76,3.36,4.04,4.8,5.46,6.68,3.36,4.04,4.8,5.46,6.68,5.227847678219836,5.6839787206691135,81.89986170280618,1.7756861278095206,2.4347819749024806,2.8720326301376695,5.0947151470253615,13.714880914149155,31.940115130666094,2.4347819749024806,2.8720326301376695,5.0947151470253615,13.714880914149155,31.940115130666094,4.4190595793223535,0.531042369450336,12.73,-2.67,3.66,4.14,4.71,5.13,5.73,3.66,4.14,4.71,5.13,5.73,5.307080144352345,5.595406985302493,68.04906949096261,2.0453445537207284,2.553251047016987,2.923450984122685,5.25649189771176,13.732656647053378,31.952458371142534,2.553251047016987,2.923450984122685,5.25649189771176,13.732656647053378,31.952458371142534
4.656099659222011,0.9276547240856424,24.32,-11.68,3.66,4.3,5.02,5.66,7.06,3.66,4.3,5.02,5.66,7.12,5.148880253253384,6.425074601625283,131.07150875824715,1.6636571467822079,2.4263855709212656,2.8810428950748763,4.773438413315201,13.041886976385362,35.67225952584816,2.4263855709212656,2.8810428950748763,4.773438413315201,13.041886976385362,35.67225952584816,4.656101693784564,0.5709275485505064,13.53,-6.75,3.99,4.4,4.9,5.34,6.09,3.99,4.4,4.9,5.34,6.09,5.2218101017295595,6.356063283580644,114.66841568433549,1.9343779831821168,2.5638315707602,2.931869469443185,4.88058408493243,13.563390267759374,37.16669520314158,2.5638315707602,2.931869469443185,4.88058408493243,13.563390267759374,37.16669520314158
4.525235443578235,1.3601662967643637,55.24,-24.02,3.42,4.16,4.9,5.6,7.42,3.44,4.16,4.9,5.62,7.68,5.936555800231694,12.403256779279582,277.27586204621093,1.7072474564484705,2.4213337528842005,2.870611113206481,4.781960147958164,14.101946541620826,52.276885449774184,2.4213337528842005,2.870611113206481,4.781960147958164,14.101946541620826,52.276885449774184,4.525033788967385,0.7942044206179752,26.62,-12.55,3.78,4.26,4.8,5.25,6.07,3.78,4.26,4.8,5.26,6.12,6.0167185034886845,12.339490683642374,234.7222426872264,1.9913702708343024,2.5570461177886026,2.9201321403625697,4.868980354959663,14.121063856680353,52.64718761374037,2.5570461177886026,2.9201321403625697,4.868980354959663,14.121063856680353,52.64718761374037
4.489344785963416,0.6451911429137608,12.4,-2.5,3.58,4.14,4.84,5.4,6.16,3.58,4.14,4.84,5.4,6.16,4.3987130569736985,3.6057528679650286,44.93698081644959,1.6807432758106227,2.3666475004595737,2.7774602993174895,4.301803132410292,10.972246993284047,21.756940833276587,2.3666475004595737,2.7774602993174895,4.301803132410292,10.972246993284047,21.756940833276587,4.4892601783844,0.4189892058855697,8.86,1.08,3.85,4.24,4.74,5.13,5.5,3.85,4.24,4.74,5.13,5.5,4.451595070551048,3.529430765599632,36.864036291718925,1.9695664292400437,2.4985652448611124,2.8299266507251417,4.352301144512556,11.111446459585705,21.402754000078545,2.4985652448611124,2.8299266507251417,4.352301144512556,11.111446459585705,21.402754000078545
4.3972983174503675,0.6451796218875585,12.54,-3.54,3.46,4.04,4.76,5.36,5.98,3.46,4.04,4.76,5.36,5.98,4.246460762304699,3.2050526634962235,45.240058102779415,1.6011475476636878,2.379247008305608,2.7994168488951536,4.274867222265637,9.652376249684238,18.826143269012466,2.379247008305608,2.7994168488951536,4.274867222265637,9.652376249684238,18.826143269012466,4.397192813923856,0.43998817033728527,8.25,0.66,3.71,4.12,4.68,5.11,5.43,3.71,4.12,4.68,5.11,5.43,4.29210615528815,3.134338326245463,41.19977812041852,2.05224685935117,2.510804933510513,2.838693681639671,4.341763361919682,9.7259986893403,18.44561758469495,2.510804933510513,2.838693681639671,4.341763361919682,9.7259986893403,18.44561758469495
4.518523917813152,0.7598988307636114,20.16,-6.44,3.54,4.16,4.88,5.54,6.46,3.54,4.16,4.88,5.54,6.46,4.7094418205480695,4.689020700221293,66.90352481486354,1.6413036132965466,2.3837031728652978,2.793870842704676,4.49130679587744,12.003443383486871,27.39585020601751,2.3837031728652978,2.793870842704676,4.49130679587744,12.003443383486871,27.39585020601751,4.51843843603445,0.4909599494502676,10.71,-3.4,3.82,4.25,4.79,5.23,5.73,3.82,4.25,4.79,5.23,5.73,4.767614297652174,4.615587261773784,58.790051896729985,2.028558726054146,2.5201210488805743,2.840170004870469,4.568181566913063,12.015377352763169,27.442869950337055,2.5201210488805743,2.840170004870469,4.568181566913063,12.015377352763169,27.442869950337055
4.699465158618483,0.7932300338328235,18.92,-11.68,3.76,4.36,5.04,5.62,6.58,3.78,4.36,5.04,5.62,6.6,4.484786629982062,4.61404628656344,71.02251439522831,1.644409204747158,2.3819045715057343,2.7795903383385445,4.117781252501919,11.099310513550071,26.922951011678016,2.3819045715057343,2.7795903383385445,4.117781252501919,11.099310513550071,26.922951011678016,4.699659842162494,0.47798263307158034,11.83,-5.81,4.05,4.45,4.95,5.34,5.79,4.05,4.45,4.95,5.34,5.79,4.542469651726345,4.555708603426491,55.683851457413695,1.9368567684305784,2.5229452085317563,2.8349193421979715,4.167163606729873,11.265658014738909,27.468790370972755,2.5229452085317563,2.8349193421979715,4.167163606729873,11.265658014738909,27.468790370972755
4.392851264746485,0.6366219512902562,10.76,-4.6,3.44,4.04,4.76,5.32,5.94,3.44,4.04,4.76,5.32,5.94,4.326493642994476,3.919747403505205,63.43790471872511,1.6258121989094103,2.373665038350353,2.7701027756666026,4.120654792354799,10.476406924170982,21.560669028735894,2.373665038350353,2.7701027756666026,4.120654792354799,10.476406924170982,21.560669028735894,4.392833937065129,0.452559192354114,8.56,-0.17,3.66,4.12,4.68,5.08,5.43,3.66,4.12,4.68,5.08,5.43,4.376380074336229,3.8466948442882347,60.611400067824015,1.982142499642143,2.512916129668084,2.8212755908622658,4.153907737895613,10.58455134961921,20.805923787384764,2.512916129668084,2.8212755908622658,4.153907737895613,10.58455134961921,20.805923787384764
4.616628898773598,0.8744067469971876,26.46,-13.08,3.66,4.26,4.98,5.58,6.44,3.68,4.26,4.98,5.58,6.48,4.560066929203372,4.990268259339433,101.61326444024957,1.669045920795848,2.402039949371816,2.8125810645932403,4.411672828176121,10.333312485882095,23.25022952232892,2.402039949371816,2.8125810645932403,4.411672828176121,10.333312485882095,23.25022952232892,4.61675339057111,0.5169332055275483,15.14,-7.5,3.94,4.35,4.88,5.3,5.74,3.94,4.35,4.88,5.3,5.74,4.617669787102533,4.942143402843472,87.78709955616971,1.9720009834650631,2.5404008273571517,2.861288118482534,4.491012349035799,10.533731292827545,22.999815546032426,2.5404008273571517,2.861288118482534,4.491012349035799,10.533731292827545,22.999815546032426
4.463237324192568,27.643659328584558,795.84,-607.7,0.22,3.88,5.04,8.92,46.69,2.26,3.98,5.14,12.95,105.62,29.73936479451961,132.79811566710694,2269.6975478630434,1.7286304594406825,2.4928469095162993,3.1282778727248464,13.842451705538956,70.14514980244144,671.5711397669407,2.4928469095162993,3.1282778727248464,13.842451705538956,70.14514980244144,671.5711397669407,4.46342826265335,14.692148312119263,496.21,-352.39,1.5,4.01,4.91,7.57,29.52,2.49,4.07,4.97,9.65,56.58,30.480621792029964,134.029287679053,1969.5260409960601,2.015570701445523,2.603397159036011,3.1517030829746866,14.236143360440968,70.77582977831717,709.850307452142,2.603397159036011,3.1517030829746866,14.236143360440968,70.77582977831717,709.850307452142
4.3745631572980495,0.8410564015065579,13.7,-5.48,3.1,3.96,4.82,5.54,6.52,3.1,3.96,4.82,5.54,6.52,6.29631931395295,6.484429535479664,92.73293671086019,1.7866854501996607,2.5970941375278,3.1831187376457226,6.679255121594965,16.465306753847905,38.47626876311054,2.5970941375278,3.1831187376457226,6.679255121594965,16.465306753847905,38.47626876311054,4.374832923062556,0.6069675372433772,10.13,-1.69,3.4,4.05,4.73,5.27,5.83,3.4,4.05,4.73,5.27,5.83,6.395579570541255,6.348220124867731,82.88029337727414,2.0907685503936033,2.7268029898501185,3.24171048501995,6.853525230186976,16.936601927437703,37.96765635765439,2.7268029898501185,3.24171048501995,6.853525230186976,16.936601927437703,37.96765635765439
4.343740021740436,0.6708683570531544,20.5,-17.2,3.48,4.0,4.68,5.2,5.8,3.48,4.0,4.68,5.2,5.82,4.645952001587031,5.541404978629154,119.78739670000033,1.5634864233232098,2.443149523021005,2.875938178779823,4.373692222809117,9.990086918888737,27.09239668550557,2.443149523021005,2.875938178779823,4.373692222809117,9.990086918888737,27.09239668550557,4.3435816305428245,0.45423867516982624,12.92,-4.3,3.71,4.09,4.59,4.97,5.35,3.71,4.09,4.59,4.97,5.35,4.709054592078104,5.4629975442399425,109.51906987674182,2.0849629989691154,2.585487860104413,2.951784257534254,4.420521473876387,10.260500903360922,27.338305164968244,2.585487860104413,2.951784257534254,4.420521473876387,10.260500903360922,27.338305164968244
4.322659535448247,0.5075156510685567,8.3,-1.08,3.5,4.0,4.64,5.14,5.52,3.5,4.0,4.64,5.14,5.52,3.4039538428090825,1.7055092962644949,36.74643395165397,1.4321384039835885,2.296759029767084,2.636401381599371,3.493492492609515,6.113050606283163,10.900196543737547,2.296759029767084,2.636401381599371,3.493492492609515,6.113050606283163,10.900196543737547,4.322505186756591,0.3934306436691115,6.89,2.24,3.69,4.06,4.59,4.97,5.26,3.69,4.06,4.59,4.97,5.26,3.429197508326925,1.6416191161078175,31.522408255433497,1.8860465840407308,2.429012352809521,2.698671577430006,3.459009608941203,6.260958070423092,10.884499218260943,2.429012352809521,2.698671577430006,3.459009608941203,6.260958070423092,10.884499218260943
4.423982234196505,0.47926586039590463,7.22,1.44,3.64,4.1,4.74,5.2,5.54,3.64,4.1,4.74,5.2,5.54,2.988591142662919,1.039796598378233,23.994463647147523,1.6072539644132868,2.2224274281671086,2.5278852983537137,3.090472521826315,4.485828023978104,7.300894548952123,2.2224274281671086,2.5278852983537137,3.090472521826315,4.485828023978104,7.300894548952123,4.42386561797453,0.3882944425204805,6.18,3.0,3.78,4.16,4.7,5.05,5.3,3.78,4.16,4.7,5.05,5.3,3.004361059869585,0.9832013613739176,20.354246572530105,1.9218047073866487,2.3582864863106368,2.593776545440455,3.0347482547481848,4.450343307606251,7.1044942384267165,2.3582864863106368,2.593776545440455,3.0347482547481848,4.450343307606251,7.1044942384267165
